STATION,NETWORK,ADDRESS,CITY,STATE,ZIP,AMPS,KW,NON_KWH,MEM_KWH,MEM_FEE_PER_MONTH,RATE_PER_MIN,FLATE_FEE
Stonewood Mall - Downey,EVgo,306 Stonewood Street,Downey,CA,90241,125,50,0.35,0.3,6.99,NULL,NULL
Los Cerritos Center,EVgo,200 Los Cerritos Mall,Cerritos,CA,90703,125,50,0.35,0.3,6.99,NULL,NULL
Hines Warner Center,EVgo,5700 Canoga Avenue,Woodland Hills,CA,91367,125,50,0.35,0.3,6.99,NULL,NULL
Walgreens - Ventura Boulevard,EVgo,18568 Ventura Boulevard,Tarzana,CA,91356,125,50,0.35,0.3,6.99,NULL,NULL
Hermosa Beach Parking Garage,"EVConnect, EVgo",1301 Hermosa Avenue,Hermosa Beach,CA,90254,125,50,0.35,0.3,6.99,NULL,NULL
Larwin Square - Tustin,EVgo,654 East 1st Street,Tustin,CA,92780,125,50,0.35,0.3,6.99,NULL,NULL
Brea Mall,EVgo,1065 Brea Mall,Brea,CA,92821,125,50,0.35,0.3,6.99,NULL,NULL
Outlets at Orange,EVgo,20 City Boulevard West,Orange,CA,92868,125,50,0.29,0.25,6.99,NULL,NULL
Universal City Nissan,None,3550 Cahuenga Boulevard West,Los Angeles,CA,90068,NULL,NULL,0,NULL,NULL,NULL,NULL
LADWP - West LA District Office,Shell Recharge,1394 South Sepulveda Boulevard,Los Angeles,CA,90025,125,50,0,NULL,NULL,NULL,NULL
Walgreens,EVgo,19501 Beach Boulevard,Huntington Beach,CA,92648,125,50,0.35,0.3,6.99,NULL,NULL
The Pike at Long Beach - Rainbow Bridge Parking Center,ChargePoint,17 Cedar Avenue,Long Beach,CA,90802,62,62,0.24,NULL,NULL,NULL,NULL
Angel Stadium of Anaheim,Blink,2000 Gene Autry Way,Anaheim,CA,92806,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SCPPA - Auto Centre Drive,ChargePoint,1160 Nicole Ct,Glendora,CA,91740,100,50,0.31,NULL,NULL,NULL,NULL
New Century BMW,ChargePoint,16 North Olive Avenue,Alhambra,CA,91801,52,23.9,0.69,NULL,NULL,NULL,NULL
Santa Monica VW,ChargePoint,2440 Santa Monica Boulevard,Santa Monica,CA,90404,52,23.9,NULL,NULL,NULL,0.5,NULL
Courtyard by Marriott â€“ Irvine Spectrum,EVgo,7955 Irvine Center Drive,Irvine,CA,92618,125,50,0.35,0.3,6.99,NULL,NULL
Crevier BMW,ChargePoint,1500 Auto Mall Dr,Santa Ana,CA,92705,NULL,24,NULL,NULL,NULL,NULL,NULL
Ralph's - Tarragona Plaza,EVgo,1000 North Western Avenue,San Pedro,CA,90732,125,50,0.35,0.3,6.99,NULL,NULL
Urban Radish,"ChargePoint, EVConnect, EVCS",661 Imperial Street,Los Angeles,CA,90021,27,6.5,0.3,NULL,NULL,0.02,NULL
Lincoln Place,EVgo,1050 Frederick Street,Venice,CA,90291,125,50,0.35,0.3,6.99,NULL,NULL
Shore Hotel,EVgo,1515 Ocean Avenue,Santa Monica,CA,90401,125,50,0.35,0.3,6.99,NULL,NULL
Gelson's Village,EVgo,22277 Mulholland Highway,Calabasas,CA,91302,125,50,0.35,0.3,6.99,NULL,NULL
The Mall of Victor Valley,EVgo,14370 Bear Valley Road,Victorville,CA,92392,125,50,0.35,0.3,6.99,NULL,NULL
Mother's Market,EVgo,2475 Cherry Avenue,Signal Hill,CA,90755,125,50,0.35,0.3,6.99,NULL,NULL
Savi Ranch Center,EVgo,23036 Eastpark Drive,Yorba Linda,CA,92887,125,50,0.35,0.3,6.99,NULL,NULL
Family Dollar - Norwalk,EVgo,10930 Rosecrans Avenue,Norwalk,CA,90650,125,50,0.35,0.3,6.99,NULL,NULL
Island Pacific Seafood Market,EVgo,3300 Atlantic Avenue,Long Beach,CA,90807,125,50,0.35,0.3,6.99,NULL,NULL
BevMo!,EVgo,1700 Rosecrans Avenue,Manhattan Beach,CA,90266,125,50,0.35,0.3,6.99,NULL,NULL
Gelson's - Serman Oaks,EVgo,4520 Van Nuys Boulevard,Sherman Oaks,CA,91403,125,50,0.35,0.3,6.99,NULL,NULL
Playa Vista Community Center,EVgo,12855 Runway Road,Playa Vista,CA,90094,125,50,0.35,0.3,6.99,NULL,NULL
Grocery Outlet,EVgo,9026 Valley Boulevard,Rosemead,CA,91770,125,50,0.35,0.3,6.99,NULL,NULL
Torrance Civic Center 1,ChargePoint,3301 Torrance Boulevard,Torrance,CA,90503,100,50,NULL,NULL,NULL,0.49,NULL
Ince Parking Garage Culver City - Trader Joe's,EVgo,9290 Culver Boulevard,Culver City,CA,90232,125,50,0.35,0.3,6.99,NULL,NULL
Hollywood and Highland,"EVConnect, EVCS",6801 Hollywood Boulevard,Los Angeles,CA,90028,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Castaic Lake RV Park,None,31540 Ridge Route Road,Castaic,CA,91384,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ralph's,Electrify America,14049 Ventura Boulevard,Sherman Oaks,CA,91423,875,350,0.43,0.31,4,NULL,NULL
CA Lottery,ChargePoint,9807 Bell Ranch Drive,Santa Fe Springs,CA,90670,100,50,0.2,NULL,NULL,NULL,NULL
Walmart Neighborhood Market - Huntington Beach,"None, EVgo",21190 Beach Boulevard,Huntington Beach,CA,92648,125,50,0.35,0.3,6.99,NULL,NULL
The Outlets at Orange,None,20 City Boulevard West,Orange,CA,92868,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canyon Country Plaza,EVgo,19242 Soledad Canyon Road,Canyon Country,CA,91351,125,50,0.35,0.3,6.99,NULL,NULL
McMaster Park,ChargePoint,17537 Yukon Avenue,Torrance,CA,90504,100,50,NULL,NULL,NULL,0.49,NULL
Whole Foods Plaza,EVgo,216 Central Ct,Renondo Beach,CA,90277,NULL,50,NULL,NULL,NULL,0.2,4.95
City Creek Center East,EVgo,10621 Carmenita Road,Santa Fe Springs,CA,90670,125,50,0.35,0.3,6.99,NULL,NULL
Los Angeles Zoo,Shell Recharge,5333 Zoo Drive,Los Angeles,CA,90027,125,50,0,NULL,NULL,NULL,NULL
Lakeside Shopping Center,"ChargePoint, Shell Recharge",327 North Pass Avenue,Burbank,CA,91505,27,6.5,0.3,NULL,NULL,NULL,NULL
Santa Fe Trail Plaza,EVgo,10601 Valley Boulevard,El Monte,CA,91731,125,50,0.35,0.3,6.99,NULL,NULL
Puente Hills Town Center,EVgo,17342 Colima Road,Rowland Heights,CA,91748,125,50,0.35,0.3,6.99,NULL,NULL
5555 Sylvia Avenue,Shell Recharge,5555 Sylvia Avenue,Los Angeles,CA,91356,125,50,0,NULL,NULL,NULL,NULL
Los Angeles Department of Water & Power Substation,Shell Recharge,4261 Arch Drive,Studio City,CA,91604,125,50,0,NULL,NULL,NULL,NULL
University of Southern California,None,357 West 35th Street,Los Angeles,CA,90007,NULL,NULL,0,NULL,NULL,NULL,NULL
Joint Service Center,Shell Recharge,1230 West 3rd Street,Los Angeles,CA,90017,125,50,0,NULL,NULL,NULL,NULL
LADWP - Van Nuys Payment Center,None,6550 Van Nuys Boulevard,Los Angeles,CA,91405,NULL,NULL,0,NULL,NULL,NULL,NULL
City of Los Angeles Lot 639,EVCS,116 South Avenue 56,Los Angeles,CA,90042,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Calabasas Civic Center,EVgo,100 Civic Center Way,Calabasas,CA,91302,125,50,0.35,0.3,6.99,NULL,NULL
Car Pros Kia of Carson,Unknown (edit),22020 Recreation Rd,Carson,CA,90745,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Los Angeles Department of Water & Power Substation DS-73,Shell Recharge,14061 Riverside Drive,Sherman Oaks,CA,91423,125,50,0,NULL,NULL,NULL,NULL
Walmart,EVgo,11822 Gilbert Street,Garden Grove,CA,92841,125,50,0.35,0.3,6.99,NULL,NULL
Real Life Church,EVgo,23889 Bouquet Canyon Trail,Valencia,CA,91355,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Walmart,EVgo,1950 Auto Centre Drive,Glendora,CA,91740,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,3250 Big Dalton Avenue,Baldwin Park,CA,91706,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1600 Mountain Avenue,Duarte,CA,91010,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,17150 Gale Avenue,City of Industry,CA,91745,125,50,0.35,0.3,6.99,NULL,NULL
Bunnin Chevrolet of Fillmore,None,1024 Ventura Street,Fillmore,CA,93015,NULL,NULL,0,NULL,NULL,NULL,NULL
Sycamore Square - Simi Valley,EVgo,2801 Cochran Street,Simi Valley,CA,93065,125,50,0.35,0.3,6.99,NULL,NULL
Promenade On The Peninsula,EVgo,550 Deep Valley Drive,Rolling Hills Estates,CA,90274,125,50,0.35,0.3,6.99,NULL,NULL
AT&T,ChargePoint,3600 South La Brea Avenue,Los Angeles,CA,90016,100,50,0.15,NULL,NULL,NULL,NULL
2600 Michelson,EVgo,2600 Michelson Drive,Irvine,CA,92612,125,50,0.35,0.3,6.99,NULL,NULL
The Oaks Mall - Forever 21,EVgo,350 West Hillcrest Drive,Thousand Oaks,CA,91360,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1340 South Beach Boulevard,La Habra,CA,90631,125,50,0.35,0.3,6.99,NULL,NULL
San Dimas Plaza,EVgo,877 West Arrow Highway,San Dimas,CA,91773,125,50,0.35,0.3,6.99,NULL,NULL
Long Beach City Place Garage - Lot C,ChargePoint,50 East 5th Street,Long Beach,CA,90802,62,62,0.24,NULL,NULL,NULL,NULL
Laguna Woods Village,ChargePoint,24351 El Toro Road,Laguna Woods,CA,92637,62,62,0.4,NULL,NULL,NULL,NULL
Monterey Park,EVgo,320 West Newmark Avenue,Monterey Park,CA,91754,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,8230 Talbert Avenue,Huntington Beach,CA,92646,125,50,0.35,0.3,6.99,NULL,NULL
Nissan of South Bay,None,20550 Hawthorne Boulevard,Torrance,CA,90503,NULL,NULL,0,NULL,NULL,NULL,NULL
Norm Reeves Honda,ChargePoint,16 Auto Center Drive,Irvine,CA,92618,100,50,NULL,NULL,NULL,NULL,5.99
Walmart,EVgo,3943 Grand Avenue,Chino,CA,91710,125,50,0.35,0.3,6.99,NULL,NULL
City of Los Angeles Lot 702,"EVCS, Shell Recharge",1627 Vine Street,Los Angeles,CA,90028,30,7.2,0,NULL,NULL,NULL,NULL
Caltech,Unknown,327 South Holliston Avenue,Pasadena,CA,91106,NULL,NULL,0,NULL,NULL,NULL,NULL
Whole Foods,ChargePoint,8505 Irvine Center Drive,Irvine,CA,92618,62,62,0.41,NULL,NULL,NULL,NULL
Bridgeport Marketplace,EVgo,23841 Newhall Ranch Road,Valencia,CA,91355,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,80 Rio Rancho Road,Pomona,CA,91766,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,13331 Beach Boulevard,Westminster,CA,92683,125,50,0.35,0.3,6.99,NULL,NULL
Bristol Farms,EVgo,9039 Beverly Boulevard,Los Angeles,CA,90048,125,50,0.32,0.28,6.99,NULL,NULL
Chevrolet of Montebello,ChargePoint,310 West Whittier Blvd,Montebello,CA,90640,NULL,24,NULL,NULL,NULL,NULL,NULL
Development Services Parking,EVConnect,38250 Sierra Highway,Palmdale,CA,93550,120,50,NULL,NULL,NULL,0.03,NULL
WCH Power,ChargePoint,8323 East La Palma Avenue,Yorba Linda,CA,92887,100,50,0,NULL,NULL,NULL,NULL
LADWP John Ferraro Building,GreenLots,111 North Hope Street,Los Angeles,CA,90012,125,50,0,NULL,NULL,NULL,NULL
California Institute of Technology - California Parking Structure,None,1248 East California Boulevard,Pasadena,CA,91125,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Soledad MetroLink Train Station,EVConnect,22122 Soledad Canyon Road,Santa Clarita,CA,91351,120,50,0.25,NULL,NULL,NULL,NULL
Pasadena Honda,ChargePoint,1965 East foothill Boulevard,Pasadena,CA,91107,100,50,0.25,NULL,NULL,NULL,NULL
Garage 680 - Broxton Westwood,EVgo,1036 Broxton Avenue,Los Angeles,CA,90024,125,50,0.32,0.28,6.99,NULL,NULL
Crystal Cove Shopping Center,ChargePoint,7972 Pacific Coast Highway,Newport Beach,CA,92657,62,62,0.41,NULL,NULL,NULL,NULL
Simi Chevrolet,None,1001 Cochran Street,Simi Valley,CA,93065,NULL,NULL,0,NULL,NULL,NULL,NULL
Peterson Automotive Museum,"SemaConnect, EVgo",6060 Wilshire Boulevard,Los Angeles,CA,90036,30,7.2,NULL,NULL,NULL,0.03,NULL
Lazy Acres - Hermosa Beach,EVgo,2510 Pacific Coast Highway,Hermosa Beach,CA,90254,125,50,0.35,0.3,6.99,NULL,NULL
"Irvine Spectrum (Irvine, CA)",Electrify America,670 Spectrum Center Drive,Irvine,CA,92618,875,350,0.43,0.31,4,NULL,NULL
Hollywood Burbank Airport,GreenLots,2627 North Hollywood Way,Burbank,CA,91505,125,50,0.28,NULL,NULL,NULL,NULL
Country Hills Shopping Plaza,Electrify America,2965 Rolling Hills Road,Torrance,CA,90505,875,350,0.43,0.31,4,NULL,NULL
Premier Chevrolet,None,6261 Western Avenue,Buena Park,CA,90621,NULL,NULL,0,NULL,NULL,NULL,NULL
Woodbury Town Center,ChargePoint,6428 Irvine Boulevard,Irvine,CA,92620,62,62,0.41,NULL,NULL,NULL,NULL
Fashion Island,ChargePoint,545 Newport Center Drive,Newport Beach,CA,92660,62,62,0.41,NULL,NULL,NULL,NULL
Newport Coast Shopping Center,ChargePoint,21101-21185 Newport Coast Drive,Newport Beach,CA,92657,62,62,0.41,NULL,NULL,NULL,NULL
Brookhurst Community Center,EVgo,2271 West Crescent Avenue,Anaheim,CA,92801,125,50,0.35,0.3,6.99,NULL,NULL
Marengo Garage,"Tesla, Shell Recharge",155 East Green Street,Pasadena,CA,91105,125,50,0,NULL,NULL,NULL,NULL
AutoNation Chevrolet Valencia,ChargePoint,23649 Valencia Boulevard,Santa Clarita,CA,91355,50,24,0,NULL,NULL,NULL,NULL
Montebello Plaza,Electrify America,2401 West Via Campo,Montebello,CA,90640,875,350,0.43,0.31,4,NULL,NULL
Harley,ChargePoint,1919 Puente Avenue,Baldwin Park,CA,91706,50,24,0,NULL,NULL,NULL,20
4435 E Ocean Blvd Long Beach Granada,ChargePoint,4435 East Ocean Boulevard,Long Beach,CA,90803,62,62,0.26,NULL,NULL,NULL,NULL
14900 La Mirada Boulevard,Electrify America,14900 La Mirada Boulevard,La Mirada,CA,90638,875,350,0.43,0.31,4,NULL,NULL
Walmart - Burbank,Electrify America,1301 North Victory Place,Burbank,CA,91502,875,350,0.43,0.31,4,NULL,NULL
Chevron Station - Venice,EVgo,2400 Lincoln Boulevard,Venice,CA,90291,125,50,0.35,0.3,6.99,NULL,NULL
Del Amo Fashion Center,Electrify America,3525 West Carson Street,Torrance,CA,90503,875,350,0.43,0.31,4,NULL,NULL
LADWP Lincoln Heights,Shell Recharge,2605 Artesian Street,Los Angeles,CA,90031,125,50,0,NULL,NULL,NULL,NULL
Harley Davisdon,ChargePoint,15080 Goldenwest Circle,Westminster,CA,92683,50,24,0,NULL,NULL,NULL,NULL
Harley Davisdon,ChargePoint,2635 West Orangethorpe Avenue,Fullerton,CA,92833,50,24,0.24,NULL,NULL,NULL,NULL
Harley Davisdon,ChargePoint,1517 CA-1,Los Angeles,CA,90710,50,24,0,NULL,NULL,NULL,NULL
CA Lottery,ChargePoint,9710 Topanga Canyon Boulevard,Chatsworth,CA,91311,100,50,0.21,NULL,NULL,NULL,NULL
City Hall - Senior Center,ChargePoint,8152 Knott Avenue,Buena Park,CA,90620,100,50,0.25,NULL,NULL,NULL,NULL
Harley Davisdon,ChargePoint,1759 West Avenue J 12,Lancaster,CA,93534,50,24,0.19,NULL,NULL,NULL,NULL
121 Fortune Drive,ChargePoint,950 Spectrum Center Drive,Irvine,CA,92618,62,62,0.41,NULL,NULL,NULL,NULL
California State University LA Structure E,ChargePoint,5151 State University Drive,Los Angeles,CA,90032,100,50,0,NULL,NULL,NULL,NULL
Chevron,ChargePoint,3085 East La Palma Avenue,Anaheim,CA,92806,62,62,0.47,NULL,NULL,NULL,NULL
Chevron,ChargePoint,1105 Santa Anita Avenue,South El Monte,CA,91733,62,62,0.47,NULL,NULL,NULL,NULL
Vons - La Crescenta,Electrify America,3233 Foothill Boulevard,La Crescenta,CA,91214,875,350,0.43,0.31,4,NULL,NULL
Texaco,ChargePoint,700 North Brookhurst Street,Anaheim,CA,92801,62,62,0.47,NULL,NULL,NULL,NULL
8901 Garden Grove Boulevard,ChargePoint,8901 Garden Grove Boulevard,Garden Grove,CA,92841,62,62,0.35,NULL,NULL,NULL,NULL
8897 Garden Grove Boulevard,ChargePoint,8897 Garden Grove Boulevard,Garden Grove,CA,92844,62,62,0.35,NULL,NULL,NULL,NULL
Walmart - Santa Ana,Electrify America,3600 West McFadden Avenue,Santa Ana,CA,92704,875,350,0.43,0.31,4,NULL,NULL
Walmart - Downey,Electrify America,9001 Apollo Way,Downey,CA,90242,875,350,0.43,0.31,4,NULL,NULL
7-Eleven - Pomona,ChargePoint,808 North Indian Hill Boulevard,Pomona,CA,91767,62,62,0.55,NULL,NULL,NULL,NULL
Albertsons - Arcadia,Electrify America,298 East Live Oak Avenue,Arcadia,CA,91006,875,350,0.43,0.31,4,NULL,NULL
Westminster Mall,Electrify America,75 Westminster Mall,Westminster,CA,92683,875,350,0.43,0.31,4,NULL,NULL
Outlets at Orange,Electrify America,20 City Boulevard West,Orange,CA,92868,875,350,0.43,0.31,4,NULL,NULL
Chevron ExtraMile,ChargePoint,6972 Warner Avenue,Huntington Beach,CA,92647,62,62,0.15,NULL,NULL,NULL,NULL
Chevron,ChargePoint,17055 Lakewood Boulevard,Bellflower,CA,90706,100,50,0.15,NULL,NULL,NULL,NULL
Chevron,ChargePoint,4991 Long Beach Boulevard,Long Beach,CA,90805,62,62,0.15,NULL,NULL,NULL,NULL
Chevron ExtraMileDowney,ChargePoint,12555 Paramount Boulevard,Downey,CA,90242,62,62,0.15,NULL,NULL,NULL,NULL
Chevron,ChargePoint,500 South Azusa Avenue,Azusa,CA,91702,62,62,0.15,NULL,NULL,NULL,NULL
Target - Diamond Bar,Electrify America,747 Grand Avenue,Diamond Bar,CA,91765,875,350,0.43,0.31,4,NULL,NULL
Target - Van Nuys,Electrify America,14920 Raymer Street,Van Nuys,CA,91405,875,350,0.43,0.31,4,NULL,NULL
Chevron,ChargePoint,18501 Beach Boulevard,Huntington Beach,CA,92648,62,62,0.15,NULL,NULL,NULL,NULL
Target - Huntington Beach,Electrify America,9882 Adams Avenue,Huntington Beach,CA,92646,875,350,0.43,0.31,4,NULL,NULL
Mall Chevron,ChargePoint,14250 Bear Valley Road,Victorville,CA,92392,62,62,0.15,NULL,NULL,NULL,NULL
Marina Village,Electrify America,5922 Edinger Avenue,Huntington Beach,CA,92649,875,350,0.43,0.31,4,NULL,NULL
1002 W Santa Ana Boulevard,ChargePoint,1002 West Santa Ana Boulevard P7 TWIN TOWERS,Santa Ana,CA,92703,62,62,0.25,NULL,NULL,NULL,NULL
BOA Washington-Centinela,Electrify America,12316 West Washington Boulevard,Los Angeles,CA,90066,875,350,0.43,0.31,4,NULL,NULL
Target - Carson,Electrify America,651 West Sepulveda Boulevard,Carson,CA,90745,875,350,0.43,0.31,4,NULL,NULL
Ralphs - Glendale,Electrify America,1416 East Colorado Street,Glendale,CA,91205,875,350,0.43,0.31,4,NULL,NULL
Chevron,ChargePoint,3190 West Temple Avenue,Pomona,CA,91768,62,62,0.47,NULL,NULL,NULL,NULL
BoA 17th-Tustin,Electrify America,2127 East 17th Street,Santa Ana,CA,92705,875,350,0.43,0.31,4,NULL,NULL
Inglewood City Hall,EVgo,105 South La Brea Avenue,Inglewood,CA,90301,125,50,0.35,0.3,6.99,NULL,NULL
1500 Paramount Boulevard,ChargePoint,1500 Paramount Boulevard,Montebello,CA,90640,62,62,0.47,NULL,NULL,NULL,NULL
Walmart - Hesperia,Electrify America,13401 Main Street,Hesperia,CA,92345,875,350,0.43,0.31,4,NULL,NULL
Target - Buena Park,Electrify America,7530 Orangethorpe Avenue,Buena Park,CA,90621,875,350,0.43,0.31,4,NULL,NULL
Plaza Del Sol - Burbank,Electrify America,10950 Sherman Way,Burbank,CA,91505,875,350,0.43,0.31,4,NULL,NULL
Venice Crossroads,EVgo,8985 Venice Boulevard,Los Angeles,CA,90034,125,50,0.32,0.28,6.99,NULL,NULL
Denny's,ChargePoint,5521 Dennis McCarthy Drive,Lebec,CA,93243,62,62,0.58,NULL,NULL,NULL,NULL
Chevron,EVgo,10867 Santa Monica Boulevard,Los Angeles,CA,90025,125,50,0.32,0.28,6.99,NULL,NULL
hampton inn lancaster,EVgo,2300 Double Play Way,Lancaster,CA,93536,125,50,0.35,0.3,6.99,NULL,NULL
601 North Ross Street,ChargePoint,601 North Ross Street CAS,Santa Ana,CA,92701,62,62,0.25,NULL,NULL,NULL,NULL
2950 Westminster Boulevard,ChargePoint,2950 Westminster Boulevard,Seal Beach,CA,90740,62,62,0.47,NULL,NULL,NULL,NULL
Comfort Inn & Suites - Mojave,Electrify America,1385 CA-58 BUS,Mojave,CA,93501,875,350,0.43,0.31,4,NULL,NULL
72 Frazier Mountain Park Road,ChargePoint,73 Frazier Mountain Park Road,Lebec,CA,93243,62,62,0.58,NULL,NULL,NULL,NULL
Joint Administration Office,Shell Recharge,1955 Workman Mill Road,Whittier,CA,90601,125,50,0.3,NULL,NULL,NULL,NULL
Walmart - South Gate,Electrify America,4651 Firestone Boulevard,South Gate,CA,90280,875,350,0.43,0.31,4,NULL,NULL
Target - Gardena,Electrify America,2169 West Redondo Beach Boulevard,Gardena,CA,90247,875,350,0.43,0.31,4,NULL,NULL
Walmart - Santa Clarita,Electrify America,27931 KELLY JOHNSON Parkway,Santa Clarita,CA,91355,875,350,0.43,0.31,4,NULL,NULL
GE Properties,EVCS,1411 South Garfield Avenue,Alhambra,CA,91801,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Hilton Plaza - San Gabriel,"EVConnect, EVCS",227 West Valley Boulevard,San Gabriel,CA,91776,120,50,0.3,NULL,NULL,NULL,NULL
Pacoima Center,EVgo,9727 Laurel Canyon Boulevard,Arleta,CA,91331,125,50,0.35,0.3,6.99,NULL,NULL
76 - Valley Village,EVgo,4654 Laurel Canyon Boulevard,Valley Village,CA,91607,125,50,0.35,0.3,6.99,NULL,NULL
Chevron,EVgo,23022 Aliso Creek Road,Aliso Viejo,CA,92656,125,50,0.35,0.3,6.99,NULL,NULL
Chevron,EVgo,2301 North Aviation Boulevard,Manhattan Beach,CA,90266,125,50,0.35,0.3,6.99,NULL,NULL
Soledad Center,EVgo,909 South Central Avenue,Compton,CA,90220,125,50,0.35,0.3,6.99,NULL,NULL
Veteran's Memorial Park,EVgo,4117 Overland Avenue,Culver City,CA,90230,125,50,0.35,0.3,6.99,NULL,NULL
Culver City Senior Center,EVgo,4095 Overland Avenue,Culver City,CA,90232,125,50,0.35,0.3,6.99,NULL,NULL
Sprouts San Vicente,EVgo,4918 San Vicente Boulevard,Los Angeles,CA,90019,125,50,0.32,0.28,6.99,NULL,NULL
UCLA_Lot 36 Kinross,EVgo,11100 Kinross Avenue,Los Angeles,CA,90095,125,50,0.32,0.28,6.99,NULL,NULL
Hyatt House El Segundo,EVgo,810 South Douglas Street,El Segundo,CA,90245,125,50,0.35,0.3,6.99,NULL,NULL
City of Calabasas - De Anza Park,EVgo,3701 Lost Hills Road,Agoura Hills,CA,91301,125,50,0.35,0.3,6.99,NULL,NULL
Courtyard Anaheim Buena Park,EVgo,7621 Beach Boulevard,Buena Park,CA,90620,125,50,0.35,0.3,6.99,NULL,NULL
Yorba Linda Town Center,EVgo,18421 Yorba Linda Boulevard,Yorba Linda,CA,92886,125,50,0.35,0.3,6.99,NULL,NULL
UCLA Parking Structure 4,EVgo,Structure 4 221 Westwood Plaza,Los Angeles,CA,90095,125,50,0.32,0.28,6.99,NULL,NULL
Huntington Harbor Mall,EVgo,16847 Algonquin Street,Huntington Beach,CA,92649,125,50,0.35,0.3,6.99,NULL,NULL
Bristol Plaza,EVgo,3361 South Bristol Street,Santa Ana,CA,92704,125,50,0.35,0.3,6.99,NULL,NULL
Camarillo Premium Outlets,EVgo,990 Camarillo Center Drive,Camarillo,CA,93010,125,50,0.35,0.3,6.99,NULL,NULL
The Americana at Brand,EVgo,889 Americana Way,Glendale,CA,91210,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,19503 Normandie Avenue,Torrance,CA,90501,125,50,0.35,0.3,6.99,NULL,NULL
Aiso Street Parking Garage,EVgo,101 Judge John Aiso Street,Los Angeles,CA,90012,125,50,0.32,0.28,6.99,NULL,NULL
Newport Beach Civic Center,EVgo,100 Civic Center Drive,Newport Beach,CA,92660,125,50,0.35,0.3,6.99,NULL,NULL
Downey Nissan,None,7321 Firestone Boulevard,Downey,CA,90241,NULL,NULL,0,NULL,NULL,NULL,NULL
Csu Fullerton Sgmh Lot 001,ChargePoint,Unnamed Road,Fullerton,CA,92831,62,62,0.4,NULL,NULL,NULL,NULL
Motel 6,ChargePoint,16868 Stoddard Wells Road,Victorville,CA,92394,62,62,0.58,NULL,NULL,NULL,NULL
"Parking Concepts, Inc",ChargePoint,313 The City Drive South MANCHESTER,Orange,CA,92868,62,62,0.25,NULL,NULL,NULL,NULL
Walmart,Electrify America,301 Montara Road,Barstow,CA,92311,875,350,0.43,0.31,4,NULL,NULL
Calabasas Tennis and Swim Club,EVgo,23400 Park Sorrento,Calabasas,CA,91302,125,50,0.35,0.3,6.99,NULL,NULL
39440 10th Street West,ChargePoint,39440 10th Street West,Palmdale,CA,93551,62,62,0.58,NULL,NULL,NULL,NULL
Walmart,Electrify America,440 North Euclid Street,Anaheim,CA,92801,875,350,0.43,0.31,4,NULL,NULL
Quail Hill Shopping Center,ChargePoint,6501-6875 Quail Hill Parkway,Irvine,CA,92603,62,62,0.41,NULL,NULL,NULL,NULL
CIty of Palmdale - Park and Ride,EVConnect,210 East Avenue South,Palmdale,CA,93550,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Colby Ave Lot,"EVConnect, EVCS",1615 Colby Avenue,Los Angeles,CA,90025,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Gardner Lot,"EVConnect, EVCS",1451 North Gardner Street,Hollywood,CA,90046,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Russell Lot,EVCS,4642 Russell Avenue,Los Angeles,CA,90027,NULL,NULL,0.3,NULL,NULL,NULL,NULL
3812 San Fernando Road,Electrify America,3812 San Fernando Road,Glendale,CA,91204,875,350,0.43,0.31,4,NULL,NULL
2974 Lenwood Road,ChargePoint,2974 Lenwood Road,Barstow,CA,92311,62,62,0.35,NULL,NULL,NULL,NULL
2993 El Camino Real,ChargePoint,2993 El Camino Real,Tustin,CA,92782,62,62,0.41,NULL,NULL,NULL,NULL
9000 Magellan Drive,ChargePoint,9000 Magellan Drive,Tehachapi,CA,93561,62,62,0.58,NULL,NULL,NULL,NULL
Buena Park Downtown,None,8191-8371 La Palma Avenue,Buena Park,CA,90620,NULL,NULL,0,NULL,NULL,NULL,NULL
Barlow Respiratory Hospital,EVCS,2000 Stadium Way,Los Angeles,CA,90026,NULL,NULL,NULL,NULL,NULL,NULL,NULL
La Habra City Hall,ChargePoint,110 East La Habra Boulevard,La Habra,CA,90631,62,62,0.24,NULL,NULL,NULL,NULL
Yorba Canyon Center,Electrify America,21480 Yorba Linda Boulevard,Yorba Linda,CA,92887,875,350,0.43,0.31,4,NULL,NULL
